userId,movieId,rating,timestamp
1,107,0,1486496875
1,106,2,1486496875
1,103,0,1486496875
1,97,5,1486496875
1,105,5,1486496875
1,100,3,1486496875
2,97,1,1486496875
3,100,1,1486496875
3,101,5,1486496875
3,102,3,1486496875
3,103,0,1486496875
3,99,3,1486496875
3,97,0,1486496875
3,107,0,1486496875
3,106,4,1486496875
3,116,0,1486496875
3,111,4,1486496875
3,112,2,1486496875
3,115,1,1486496875
4,106,4,1486496875
4,107,2,1486496875
4,108,4,1486496875
4,104,1,1486496875
4,100,3,1486496875
4,101,5,1486496875
4,97,0,1486496875
4,103,5,1486496875
5,98,3,1486496875
5,97,5,1486496875
5,101,2,1486496875
5,99,0,1486496875
5,100,4,1486496875
6,103,4,1486496875
6,107,1,1486496875
6,101,5,1486496875
6,106,1,1486496875
6,99,0,1486496875
6,97,1,1486496875
6,100,4,1486496875
7,99,1,1486496875
7,100,3,1486496875
7,102,1,1486496875
7,104,0,1486496875
7,98,5,1486496875
8,98,1,1486496875
8,97,3,1486496875
9,110,5,1486496875
9,101,3,1486496875
9,106,2,1486496875
9,99,2,1486496875
9,103,4,1486496875
9,113,0,1486496875
9,105,0,1486496875
9,108,0,1486496875
9,97,1,1486496875
9,102,5,1486496875
9,111,2,1486496875
9,104,0,1486496875
10,105,2,1486496875
10,114,3,1486496875
10,110,5,1486496875
10,112,1,1486496875
10,111,5,1486496875
10,107,5,1486496875
10,108,0,1486496875
10,101,5,1486496875
10,103,0,1486496875
10,109,4,1486496875
10,98,1,1486496875
10,115,0,1486496875
10,102,3,1486496875
10,113,4,1486496875
11,103,1,1486496875
11,99,5,1486496875
11,113,5,1486496875
11,101,0,1486496875
11,98,3,1486496875
11,104,2,1486496875
11,109,5,1486496875
11,105,0,1486496875
11,112,1,1486496875
11,108,4,1486496875
11,110,1,1486496875
11,97,0,1486496875
12,103,0,1486496875
12,100,5,1486496875
12,101,0,1486496875
12,104,1,1486496875
12,98,3,1486496875
12,97,5,1486496875
12,102,0,1486496875
13,99,5,1486496875
13,100,1,1486496875
13,98,4,1486496875
13,97,0,1486496875
14,103,1,1486496875
14,102,4,1486496875
14,113,3,1486496875
14,104,2,1486496875
14,110,4,1486496875
14,105,0,1486496875
14,111,5,1486496875
14,106,2,1486496875
14,114,4,1486496875
14,108,5,1486496875
14,99,1,1486496875
14,98,0,1486496875
15,104,1,1486496875
15,99,3,1486496875
15,111,4,1486496875
15,101,0,1486496875
15,108,0,1486496875
15,97,2,1486496875
15,109,2,1486496875
15,107,0,1486496875
15,102,0,1486496875
15,105,4,1486496875
16,104,2,1486496875
16,114,4,1486496875
16,109,2,1486496875
16,105,1,1486496875
16,116,4,1486496875
16,108,1,1486496875
16,103,4,1486496875
16,102,1,1486496875
16,106,5,1486496875
16,99,4,1486496875
16,110,5,1486496875
16,112,3,1486496875
16,107,4,1486496875
17,97,5,1486496875
17,98,1,1486496875
17,106,0,1486496875
17,99,4,1486496875
17,101,1,1486496875
17,103,2,1486496875
17,104,1,1486496875
17,105,1,1486496875
17,102,3,1486496875
18,108,5,1486496875
18,110,4,1486496875
18,111,4,1486496875
18,97,0,1486496875
18,106,0,1486496875
18,100,3,1486496875
18,101,0,1486496875
18,105,2,1486496875
18,115,4,1486496875
18,107,2,1486496875
18,103,3,1486496875
18,114,3,1486496875
