1, 1172, 4.257143
1, 1405, 3.0857143
1, 2193, 3.171875
1, 2968, 3.8235295
2, 52, 3.6555555
2, 144, 3.4782608
2, 248, 3.2
2, 314, 3.9375
2, 319, 4.0
2, 370, 3.010204
2, 371, 3.2666667
2, 372, 3.1034484
2, 382, 3.3846154
2, 405, 2.1666667
2, 485, 2.817073
2, 537, 2.8125
2, 550, 3.2222223
2, 616, 3.3965516
2, 661, 3.621951
2, 720, 3.985294
3, 377, 3.5947711
3, 592, 3.4127908
3, 595, 3.7843137
3, 736, 3.2261906
3, 1197, 4.2027025
3, 1721, 3.3617022
3, 2716, 3.7751937
3, 5349, 3.5045872
3, 8636, 3.6617646
3, 44191, 4.025862
3, 84236, 2.5
4, 185, 3.096591
4, 356, 4.0774193
4, 357, 3.6442308
4, 364, 3.735119
4, 410, 3.2416666
4, 435, 2.3666666
4, 440, 3.6052632
4, 442, 2.8851352
4, 588, 3.6484375
4, 589, 4.014354
4, 594, 3.5877192
4, 596, 3.55
4, 610, 3.35
4, 616, 3.3965516
4, 919, 4.0
4, 1022, 3.511111
4, 1028, 3.8301888
4, 1032, 3.5
4, 1033, 3.34375
4, 1282, 3.7941177
4, 1334, 3.0
4, 1372, 3.2236843
4, 1580, 3.6289308
4, 1858, 2.8333333
4, 1967, 3.6935484
4, 2033, 2.9545455
4, 2078, 3.7027028
4, 2081, 3.6538463
4, 2085, 3.2941177
4, 2087, 3.6346154
4, 2094, 3.1304348
4, 2096, 3.75
4, 2102, 4.1666665
4, 2124, 3.2580645
4, 2141, 3.3157895
4, 2454, 3.6818182
4, 3034, 3.7037036
4, 3108, 3.580645
4, 3255, 3.5
4, 3263, 3.4772727
4, 4006, 3.9285715
5, 3, 3.0204082
5, 39, 3.5142858
5, 104, 3.2733333
5, 788, 3.0948277
5, 1247, 4.152174
5, 1485, 3.1333334
5, 1544, 2.9910715
5, 1777, 3.225
5, 1997, 3.6470587
5, 2770, 3.0697675
5, 4018, 3.09375
5, 4025, 2.8
5, 4447, 2.9078948
5, 4718, 2.8387096
5, 5266, 3.2045455
5, 5995, 4.18
5, 6373, 3.0921052
5, 8376, 3.0428572
5, 30749, 4.04
5, 33679, 3.060606
6, 173, 2.5566037
6, 1687, 2.9333334
6, 2019, 4.26
6, 2072, 2.9666667
6, 2528, 3.2826087
6, 2723, 3.125
6, 3300, 3.1470587
6, 4641, 3.78
6, 4975, 3.2037036
7, 260, 4.2348485
7, 316, 3.4631147
7, 377, 3.5947711
7, 380, 3.5208333
7, 480, 3.693227
7, 589, 4.014354
7, 1036, 3.902985
7, 1129, 3.3
7, 1198, 4.1989794
7, 1240, 3.988806
7, 1275, 3.4625
7, 1371, 3.0945945
7, 1372, 3.2236843
7, 1373, 2.7631578
7, 1374, 3.7539682
7, 1375, 3.3452382
7, 1376, 3.5
7, 1408, 3.6142857
8, 32, 3.8793104
8, 110, 3.9810426
8, 1219, 4.203125
8, 1225, 4.1833334
8, 1258, 4.072222
8, 1358, 3.94
8, 1704, 4.1846156
8, 1961, 3.9656863
8, 2028, 3.939655
8, 2329, 3.9946237
8, 2791, 3.7921348
8, 2804, 4.0227275
8, 2918, 4.0434785
8, 3996, 3.8846154
8, 5650, 3.5555556
8, 8873, 3.8125
8, 8874, 3.9736843
8, 33166, 4.042857
8, 40583, 3.625
8, 40819, 4.0
8, 42007, 2.5
8, 43556, 2.5
8, 43871, 2.5
8, 44004, 3.0
9, 1177, 3.6666667
9, 1721, 3.3617022
9, 2125, 3.7857144
9, 2140, 3.7222223
9, 2391, 3.9166667
9, 2427, 3.4833333
9, 2490, 3.6346154
9, 2539, 3.3023255
9, 2857, 3.6785715
10, 592, 3.4127908
10, 1101, 3.4083333
10, 1127, 3.563492
10, 1210, 4.079602
10, 1220, 3.8802817
10, 1240, 3.988806
10, 1291, 4.0189395
10, 2406, 3.6122448
10, 2410, 3.0333333
10, 3019, 3.9444444
11, 50, 4.361413
11, 778, 4.1534653
11, 923, 4.2466664
11, 1027, 3.1388888
11, 1408, 3.6142857
11, 2762, 3.9939394
11, 5669, 3.9534883
11, 26614, 3.8636363
12, 253, 3.364486
12, 673, 2.625
12, 736, 3.2261906
12, 737, 2.5416667
12, 1032, 3.5
12, 2460, 3.3333333
12, 2668, 3.375
12, 3146, 2.6388888
12, 3176, 3.4313726
12, 3324, 1.6666666
12, 3770, 2.0
12, 3773, 2.3333333
12, 3780, 2.5
13, 47, 4.054598
13, 296, 4.2441473
13, 527, 4.313084
13, 587, 3.3113208
13, 919, 4.0
13, 1265, 3.8278146
13, 2571, 4.209746
13, 4886, 3.9198112
13, 4993, 4.270115
13, 58559, 4.203125
13, 64614, 3.82
14, 2394, 3.5576923
14, 2724, 2.8714285
14, 3114, 3.8425925
14, 3157, 2.9444444
15, 371, 3.2666667
15, 372, 3.1034484
15, 429, 2.8333333
15, 520, 3.0104167
15, 913, 4.355769
15, 1100, 2.5588236
15, 1183, 3.4745762
15, 1283, 4.131579
15, 1289, 4.2
15, 1385, 3.2142856
15, 1502, 2.0
15, 1689, 3.0
15, 1752, 2.8333333
15, 1754, 3.9
15, 1792, 3.3421052
15, 1816, 2.5
15, 1836, 2.7142856
15, 1862, 2.3333333
15, 1895, 3.0
15, 2025, 2.85
15, 2269, 2.6363637
15, 2282, 3.5416667
