movieId,rating_avg
1,3.8724696356275303
2,3.4018691588785046
3,3.1610169491525424
4,2.3846153846153846
5,3.267857142857143
6,3.8846153846153846
7,3.2830188679245285
8,3.8
9,3.15
10,3.4508196721311477
11,3.6890243902439024
12,2.861111111111111
13,3.9375
14,3.4516129032258065
15,2.3181818181818183
16,3.9488636363636362
17,3.9244186046511627
18,3.2884615384615383
19,2.597826086956522
20,2.5384615384615383
21,3.536842105263158
22,3.3552631578947367
23,3.090909090909091
24,3.0441176470588234
25,3.742574257425743
26,4.1
27,3.142857142857143
28,4.083333333333333
29,4.025
30,4.05
31,3.1785714285714284
32,3.923469387755102
34,3.6013513513513513
35,3.5454545454545454
36,3.9375
37,2.0
38,2.0
39,3.55
40,3.9166666666666665
41,4.021739130434782
42,2.3333333333333335
43,3.625
44,2.6973684210526314
45,3.5232558139534884
46,3.1666666666666665
47,4.034825870646766
48,2.9262295081967213
49,4.0
50,4.370646766169155
52,3.6372549019607843
53,5.0
54,3.6666666666666665
55,3.3333333333333335
57,3.142857142857143
58,4.0
59,4.0
60,2.828125
61,3.5714285714285716
62,3.689655172413793
63,2.8333333333333335
64,2.4
65,2.025
66,2.0
68,3.5
69,3.8181818181818183
70,3.0208333333333335
71,2.4285714285714284
72,3.1666666666666665
73,4.115384615384615
74,3.026315789473684
76,3.3333333333333335
77,4.0
78,3.2
79,2.9615384615384617
80,4.625
81,3.25
82,3.8
83,3.0
84,4.0
85,4.0625
86,3.764705882352941
87,1.6666666666666667
88,2.891304347826087
89,3.4411764705882355
92,3.5416666666666665
93,2.227272727272727
94,3.5681818181818183
95,3.1774193548387095
96,1.0
97,3.875
98,3.0
99,2.75
100,3.4285714285714284
101,3.8823529411764706
102,2.590909090909091
103,4.0
104,3.2925531914893615
105,3.1145833333333335
107,3.462962962962963
108,4.0
110,3.9451754385964914
111,4.22457627118644
112,3.295918367346939
113,3.2
114,3.0
116,4.75
117,3.0
118,2.8
119,3.0
121,3.8
122,3.0526315789473686
123,4.0
124,3.0
125,3.7142857142857144
126,2.7
129,3.0
130,4.5
131,2.0
132,2.875
135,3.0
137,1.0
140,3.4782608695652173
141,3.5806451612903225
144,3.326923076923077
145,3.2790697674418605
146,4.333333333333333
147,3.642857142857143
148,4.0
149,4.333333333333333
150,3.9025
151,3.5625
152,3.8333333333333335
153,2.7829457364341086
154,3.8125
155,3.0555555555555554
156,3.9545454545454546
157,2.375
158,2.8706896551724137
159,3.9375
160,2.3412698412698414
161,3.83125
162,4.136363636363637
163,3.515873015873016
164,3.5576923076923075
165,3.443661971830986
166,3.0
167,4.0
168,3.116279069767442
169,2.5625
170,3.2884615384615383
171,4.333333333333333
172,2.5729166666666665
173,2.5642857142857145
174,2.25
175,3.9565217391304346
176,3.7777777777777777
177,2.8846153846153846
178,4.7
179,3.5
180,3.3068181818181817
181,1.8
183,5.0
184,4.5
185,3.1029411764705883
186,2.875
187,2.8333333333333335
188,3.125
189,4.0
190,3.8333333333333335
191,3.0
193,2.3142857142857145
194,4.291666666666667
195,3.2142857142857144
196,2.809090909090909
198,3.441860465116279
199,3.3333333333333335
200,4.0
201,4.0
202,3.0
203,3.3043478260869565
204,3.0
205,4.0
206,3.6
207,3.375
208,2.752212389380531
209,2.6
211,3.3333333333333335
213,4.222222222222222
214,3.0
215,3.7222222222222223
216,3.0238095238095237
217,2.7142857142857144
218,3.3333333333333335
219,4.25
220,3.0
222,3.9318181818181817
223,3.963302752293578
224,3.6
225,3.173076923076923
227,3.15625
228,2.0
229,4.083333333333333
230,3.7
231,3.1107594936708862
232,4.208333333333333
233,4.269230769230769
234,2.75
235,3.9038461538461537
236,3.3583333333333334
237,3.1911764705882355
238,3.0
239,2.933333333333333
240,3.4
241,3.5
242,3.75
243,4.0
244,3.0
245,3.0
246,4.040983606557377
247,3.6511627906976742
248,3.1538461538461537
