1, 1172, 2.32667641577
1, 1405, 1.53863799147
1, 2193, 4.18219688216
1, 2968, 5
2, 52, 5
2, 144, 4.41090298962
2, 248, 3.97978977404
2, 314, 2.98883542684
2, 319, 4.2984121366
2, 370, 3.3589435114
2, 371, 3.74633891428
2, 372, 2.48162171676
2, 382, 3.05915066396
2, 405, 1.0594943943
2, 485, 2.32253186796
2, 537, 3.51245863552
2, 550, 3.08778534393
2, 616, 4.28668482689
2, 661, 3.56077805866
2, 720, 4.23447622961
3, 377, 3.25415596108
3, 592, 3.54186217696
3, 595, 3.49249664221
3, 736, 2.69731688867
3, 1197, 4.26864949036
3, 1721, 3.02745928461
3, 2716, 3.66713097439
3, 5349, 3.32877283919
3, 8636, 3.45155033753
3, 44191, 4.40316403565
3, 84236, 3
4, 185, 3.48727461035
4, 356, 5
4, 357, 4.57497472331
4, 364, 4.61478887732
4, 410, 3.85706423485
4, 435, 2.70817360014
4, 440, 4.23957963466
4, 442, 3.17023979884
4, 588, 4.47531336953
4, 589, 4.83770025626
4, 594, 4.77444389469
4, 596, 4.28820957948
4, 610, 3.01094132413
4, 616, 4.03288897707
4, 919, 5
4, 1022, 4.3468432844
4, 1028, 5
4, 1032, 4.19134086391
4, 1033, 4.16283928223
4, 1282, 4.46152565991
4, 1334, 3.26098562749
4, 1372, 3.09692397004
4, 1580, 4.31105529986
4, 1858, 3.14267589087
4, 1967, 4.3298225891
4, 2033, 4.2919520491
4, 2078, 4.5306128109
4, 2081, 4.30288649686
4, 2085, 3.97197243442
4, 2087, 4.17057534006
4, 2094, 3.58940869976
4, 2096, 4.33347548156
4, 2102, 4.32829067321
4, 2124, 3.98541458321
4, 2141, 4.54322470999
4, 2454, 2.67297602336
4, 3034, 4.74452296355
4, 3108, 4.48767579489
4, 3255, 4.32950833925
4, 3263, 4.42332734354
4, 4006, 4.33223113262
5, 3, 2.94131306162
5, 39, 3.65722604619
5, 104, 3.07725831657
5, 788, 3.53917606792
5, 1247, 3.26211042853
5, 1485, 3.51135109251
5, 1544, 3.45960881767
5, 1777, 3.52709937033
5, 1997, 3.53450819734
5, 2770, 2.79439592398
5, 4018, 3.6897043969
5, 4025, 3.72502983663
5, 4447, 4.48225626644
5, 4718, 3.25954210554
5, 5266, 3.71773988283
5, 5995, 3.80096580293
5, 6373, 3.59171017942
5, 8376, 2.49532581756
5, 30749, 3.46158740915
5, 33679, 3.25285019197
6, 173, 1
6, 1687, 5
6, 2019, 3.97247164684
6, 2072, 2.70473851785
6, 2528, 1.49953058209
6, 2723, 4.93299105228
6, 3300, 5
6, 4641, 1.57180879289
6, 4975, 1
7, 260, 3.91101414577
7, 316, 2.48256162796
7, 377, 3.15840975678
7, 380, 3.01623978409
7, 480, 3.26204857349
7, 589, 3.47546619486
7, 1036, 3.76102661099
